mse_similarity_score,pcs,model_family,highlighted
0.75,0.0,LR,False
0.15530407698034182,0.4770433932388553,LR,False
0.15008248657566378,0.21560343147954858,LR,False
0.7618945868224026,0.2306351740796011,MLP,False
0.6558977961235399,0.2541049260456095,biolord,False
0.6540097539482693,0.21967596084953775,LR,False
0.6007671143439547,0.7318705001380884,STATE-ST,False
0.6047822210853737,0.2556994044737546,Squidiff,False
0.7931254165155494,0.23034084472627403,cycleCDR,False
0.5743269940119344,0.2749158075094338,cycleCDR,False
0.5806864237071392,0.5056467644110678,LR,False
0.4625814556808798,0.5226972262445674,chemCPA,False
0.11949476228819872,0.5032759816226814,Squidiff,False
0.575581342171577,0.988130081594524,PerturbDiff,False
0.8659086398190069,0.2631345394653466,PRnet,False
0.22133002311116037,1.0,PRnet,False
0.6189814634902141,0.25681548302497476,PRnet,False
0.6515558296323621,0.5006597001018649,biolord,False
0.3178136183619743,0.5274311556842777,PRnet,False
0.6744439716651957,0.9924972653976957,Squidiff,False
0.5213122205724309,0.966815670398143,biolord,False
0.4136024843948954,0.2497344300381259,Squidiff,False
0.544898944948661,0.2334919448850806,cycleCDR,False
0.6575923859439603,0.25421319644352,Squidiff,False
0.2919975572979058,0.2577881311474419,biolord,False
0.7875892013493009,0.28334789379969144,PRnet,False
0.8821423682976142,0.9974646856752903,baseMean,False
0.17633601019256306,0.25626755181892413,CPA,False
0.4090985947955298,0.001590643385987236,Squidiff,False
0.30804170162336336,0.5037534620297771,MLP,False
0.5205293046235501,0.2621957747714733,MAP,False
0.5117267741537678,1.0,baseMean,False
0.5186259068718742,1.0,Squidiff,False
0.6830013805678292,0.4956706998852219,chemCPA,False
0.4625153451073297,0.4610498526050589,STATE-ST,False
0.715416363100787,0.9823898793211651,MAP,False
0.7258346752943649,1.0,PrePR-CT,False
0.7175399223754396,0.9996459126879713,PerturbDiff,False
0.6817370506801299,0.26502786703499287,PerturbDiff,False
0.3978339019015442,0.7711254056280172,STATE-ST,False
0.9121756949665846,1.0,CPA,False
0.5314988842859768,0.0,MLP,False
0.31005382970608786,0.5264213963643912,biolord,False
0.43564727987837243,0.7089745781179292,XPert,False
0.6822632065135,0.4927487013423152,PrePR-CT,False
0.5814428941500713,0.261384603512004,PerturbDiff,False
0.44504688502737133,0.49054963784581285,CPA,False
0.6919921978203052,0.7421056705456895,LR,False
0.722620172265462,0.03338379015485975,biolord,False
0.45188164990300045,0.2204423393411254,PerturbDiff,False
0.2305706768549755,0.28731667696902935,LR,False
0.5278532706706028,0.9864370055487771,chemCPA,False
0.7842560695468859,0.2491253622713446,PrePR-CT,False
0.6681719658667085,0.0,MLP,False
0.7042207321173778,0.5137508326756117,PerturbDiff,False
0.3026932914332196,0.49703071325998327,Squidiff,False
0.6386653900899393,0.23106879675761757,cycleCDR,False
0.6805242549430416,0.4888602503933416,LR,False
0.6233871369990576,0.2030800566256445,baseMean,False
0.8783020498865786,0.23906112855417005,PerturbDiff,False
0.5307266246484497,0.23648738876123038,CPA,False
0.8785529482493175,0.5336181994722458,chemCPA,False
0.8018643248674019,0.2357876082192586,CPA,False
0.7896496641607859,0.9966338367935959,baseMean,False
0.3278593910458319,0.49196902315465457,LR,False
0.20890838597716768,0.5049380068122772,biolord,False
0.7020462374737714,0.5184220907602309,baseMean,False
0.46762687162983946,0.9852018501801788,CPA,False
0.3248315176985268,0.5021083796259428,LR,False
0.6990552685123133,0.25441823544654213,biolord,False
0.5227091761107706,0.27074298077477776,baseMean,False
0.42754189752477334,0.5023055870298617,LR,False
0.34795332626486025,1.0,CPA,False
0.2547630848865402,1.0,chemCPA,False
0.5776999467989085,1.0,PerturbDiff,False
0.4805826456304403,0.9948829278455872,cycleCDR,False
0.2242963996439235,0.0,cycleCDR,False
0.34624795906238703,1.0,biolord,False
0.611116616671841,0.9885867636095318,CPA,False
0.6216187131335067,0.7268706283044744,MAP,False
0.6282627946575853,0.27009035385312474,biolord,False
0.2644078820107567,0.9730449205972167,baseMean,False
0.4328849014055872,0.7977591116144187,CPA,False
0.98,0.24691879845182632,PrePR-CT,False
0.512901439641668,0.9855611157896075,STATE-ST,False
0.4057100328752847,0.2394427574415371,PerturbDiff,False
0.3676046459485069,0.7426369397709873,MAP,False
0.75,0.0,Squidiff,False
0.38326692319973477,0.2652150127805636,PerturbDiff,False
0.5640447523084768,0.5211648131057256,STATE-ST,False
0.4697781195372427,0.2884168589153427,chemCPA,False
0.7679607295200204,0.5168151927051476,XPert,False
0.40807088844448763,0.24752213470488055,STATE-ST,False
0.09332262728705319,0.004459329096828305,biolord,False
0.75,0.0,baseMean,False
0.6106935040493762,0.05748695210849622,LR,False
0.7591673985213427,0.7386091076598276,STATE-ST,False
0.597757394223465,0.9850211523285589,LR,False
0.45203751648117424,0.5333987858629847,MLP,False
0.3290324056777504,0.25363670658702575,cycleCDR,False
0.5552095611379901,0.5001096925583242,biolord,False
0.75,0.0,PRnet,False
0.5423911566751178,0.5083775116920523,chemCPA,False
0.6636123524219129,0.5109807720069457,cycleCDR,False
0.6215081043628464,0.0,PerturbDiff,False
0.7600737290349643,0.9970267536784492,Squidiff,False
0.5640668479184188,0.49477134495819675,XPert,False
0.7832571460834381,0.7525675015288377,XPert,False
0.6294107949209218,0.7476074550325114,chemCPA,False
0.6342004144673247,1.0,chemCPA,False
0.884320425518672,0.2526755461962827,PerturbDiff,False
0.23649476992954846,0.9931714125842565,MLP,False
0.4087244566105443,0.24715639248623245,LR,False
0.9157551254803844,0.498590842112822,cycleCDR,False
0.6197939514474667,0.49384990287823716,PerturbDiff,False
0.7518917528001928,1.0,LR,False
0.6710822911929615,0.7490490076422162,MLP,False
0.661747793016067,0.0008411678912683067,MLP,False
0.5443030662369943,0.4658715854297333,cycleCDR,False
0.6239824894609428,0.7538431606774382,CPA,False
0.6888740376568881,0.4984130748959501,XPert,False
0.8779642764498825,0.5324655164763143,Squidiff,False
0.8097145238331701,0.4957785629099419,PrePR-CT,False
0.23846650402379774,0.49678644237621106,XPert,False
0.38034229778960904,0.0,PerturbDiff,False
